170.10552,ILCR,1885.99126
402.15731,IALL,641.37481
471.23291,FIVF,965.56982
652.42717,ARRC,751.39768
139.06332,LSLE,243.12190
968.56278,HPRC,374.20663
399.18662,RRPT,101.04768
624.37073,ELGE,270.14404
147.03540,GPIE,438.22670
445.17436,HVLA,1469.66090
228.11100,EYJS,1635.81127
375.17941,YLJP,1430.66660
2105.93389,GIQG,113.08406
760.36162,KAPA,1258.54746
244.10592,IKRA,345.16885
228.11100,LCRG,567.29176
157.03750,YERQ,1936.00627
1462.87587,QLCE,144.05349
186.06405,FPFR,266.10150
587.20747,TRKV,869.42177
607.23504,GHNI,698.30575
392.19204,JPTS,128.09496
713.29802,PRPA,1610.75584
173.05105,CGII,1916.92495
1366.72581,CTSG,548.22307
1475.66226,RANR,253.15387
1543.73404,AQGL,271.11681
285.14370,PHRL,2213.19633
517.19951,GYFC,1536.65886
648.34960,ADEA,327.17941
157.03750,RLDP,269.17393
648.26896,CLAS,194.08037
769.39834,ARRY,242.12665
1191.60365,DHIK,374.19877
1390.64071,PTRA,664.40203
952.42972,QRER,710.34597
170.06914,MQQD,2312.10881
945.38369,AFPT,1001.34096
1820.85894,LFTT,537.25470
1288.68154,NRIC,664.28905
503.24922,ARPK,1039.58144
433.14199,IVVL,668.42210
155.09462,SPVP,2336.22787
1651.68733,RJYQ,739.33881
1442.78814,EGQC,555.25874
1217.61928,GALQ,305.13755
225.11134,PIRY,633.27269
469.26487,ADIS,1205.64514
1304.77507,CALS,763.32445
626.31360,LTPD,113.08406
788.38571,HFNJ,1962.83862
400.13827,TPRY,97.05276
198.11167,GKTV,371.21686
339.25218,RRAV,527.32921
385.14850,SSHG,57.02146
972.46649,CASA,323.22088
156.10111,CVFR,347.18450
756.36536,WFIL,1701.71991
1678.80184,AAMT,186.10044
1023.46028,GHVE,971.40184
1479.80317,SRVR,57.02146
141.07897,JRFT,675.27202
225.14772,AMVN,241.17902
625.32959,LTNH,758.44389
849.40546,JKTR,479.23933
1385.72628,ATPK,572.31697
416.15182,SGNL,202.09536
113.04767,RGRR,458.21990
129.04259,GSSR,545.25577
1432.77544,KRGV,686.33876
259.11682,CCCC,320.06131
613.24961,YING,252.08585
1927.81926,PAAA,129.04259
681.34859,QJDD,1057.55563
311.19573,AGCT,502.22096
273.11471,RVHA,2364.37268
99.06841,AVTS,1103.55860
1361.75677,YPDP,727.36129
2222.04416,RSSG,87.03203
447.22301,RQGS,255.16952
446.16577,RALP,673.33298
331.13795,TPDE,113.08406
836.53444,NRRE,1693.89854
258.08518,KSVD,1724.88457
462.15731,KEES,542.29249
455.26046,VIGR,993.44121
478.18120,SRRA,1286.72679
796.41913,RHLA,1089.67708
277.10626,JHRF,1614.74690
1384.68742,AERV,481.33764
958.58512,DLAA,917.48313
1649.87768,LRPL,380.19205
317.17393,KNRC,608.29584
386.14375,PACA,388.14165
87.03203,SFLA,633.32345
455.23799,WLAD,617.29553
471.19651,DRLE,214.13174
200.11609,GFCV,315.12190
1254.66482,LRSF,740.35672
239.12698,LESF,1036.39200
156.10111,IEAA,1317.49566
701.38604,VRVV,97.05276
908.52185,MEPI,1661.86058
255.16952,FAAH,923.44358
2025.83154,AFSM,131.04049
2090.09959,VVRS,113.08406
425.23866,PVRS,512.31831
833.47324,RVRS,785.33843
1264.71389,DRAG,115.02694
2049.04387,SVAA,261.09609
413.18452,AMLR,301.12738
384.17572,ERRR,536.29316
934.42522,YIWP,418.23285
1331.70983,LRPQ,884.41743
405.18998,SSLL,467.23799
483.23290,LLSP,128.05857
370.22161,ELGV,1252.64381
542.32503,LLMJ,2030.97580
1230.61855,EVVW,284.15968
557.22340,VLDL,1316.69490
128.09496,CESD,1783.97331
285.10732,IMYT,526.20636
1208.56731,AAKS,683.33188
113.04767,EMFA,1257.73325
1922.08567,RALQ,147.03540
303.08890,PRST,585.31693
155.09462,LGAP,1073.56579
520.29824,RPSQ,1281.66518
236.11608,QRFI,1408.76106
617.27690,VVGL,753.44970
1141.62052,ARSM,557.28564
1064.45317,TTMG,523.21007
725.37078,LAAR,57.02146
1454.76299,FRPI,275.16337
353.23144,WGAC,2188.08089
313.13861,GVLG,1466.79938
861.55484,ESPR,643.33295
253.15387,LSKD,1638.84125
113.08406,SLYR,821.41054
1456.74493,YFTK,754.38745
303.08890,PGKR,791.34498
761.36829,IRQI,778.46290
1493.70853,WEMP,532.24277
447.22302,JNEL,344.15182
