184.12117,GYLG,371.19172
642.29077,FKLS,87.03203
261.11134,HJWW,521.19780
170.10553,IRYP,888.45275
698.47306,LVIL,846.42357
129.04259,PSCJ,2363.19498
257.10117,VFIP,583.33294
658.35508,YGVS,761.38605
568.32204,ELTV,491.23800
1153.57274,CALT,745.36464
1885.77972,NTJG,276.14739
287.11173,FIKN,1318.69282
137.05891,QAAA,385.19612
1303.62305,VNRI,369.20122
500.24170,JYCH,495.24816
113.08406,TLDT,491.29684
128.09496,AQEV,964.53414
704.31295,EQAL,156.10111
186.06405,TGEK,1552.65174
631.24493,TQTY,486.25504
1548.73296,RGVR,559.30396
883.51672,KMKG,539.34311
610.45300,DVIV,1856.89379
526.26521,VDFR,529.21725
770.30824,MKVY,881.52220
852.36537,YEAK,163.06333
886.45822,RYTG,972.54262
1324.78267,DAIS,591.26527
859.43406,TKRN,71.03711
1362.65679,HAAG,129.04259
1104.54600,CKQC,353.13353
860.44321,HGIS,1160.57605
796.37623,ARTA,1107.61754
1473.79395,SVTA,147.03540
927.45963,KQFE,87.03203
101.04768,FATI,1550.71474
276.14739,DTYS,939.50002
770.42864,QSAG,341.19506
1714.84134,NTKR,99.06841
518.22712,PDCA,342.18042
1062.48444,RVSE,1207.61450
215.09060,DADS,1152.55636
939.48140,LFWF,1281.71211
879.54294,GWLT,902.49738
291.12191,ADCS,691.28131
1255.69967,PMID,284.15968
361.16714,EERL,487.17030
520.22816,MYPV,1138.49059
1218.67204,INVG,625.32959
1491.63384,RLAT,208.09602
1354.68157,HRAM,819.43512
779.37011,YHLI,497.33255
1084.58178,KKWF,163.06333
456.26962,LRKD,1607.84935
754.35444,ARGA,284.12732
1068.63651,HVDA,730.38611
524.29583,IEVE,363.11002
440.22709,EKTK,99.06841
349.16377,GKLA,113.08406
128.05858,SVDN,1459.71292
114.04293,TRVS,702.40644
1507.82191,LAKR,312.17975
801.30034,TWNI,1345.76791
368.12667,FEGD,440.20933
842.47627,DWRW,894.44870
212.15247,LYHG,418.22161
800.40683,CISY,271.11681
1360.80779,MGWI,373.14199
