214.13174,GVPR,802.38209
517.26889,NYYI,336.19098
587.34312,NLDN,653.26317
314.13789,TPSH,1327.61584
539.18634,MFRY,1161.74582
869.43553,ERET,758.43266
342.15393,HCPH,128.05858
389.19506,QLSQ,57.02146
87.03203,RLRN,372.21951
653.44758,VVMA,329.17731
1120.52630,KAWY,1111.49879
185.08004,VGRL,1562.79873
2025.97306,FGKD,214.13174
186.07931,ISEQ,678.30469
412.20703,KSSL,137.05891
1451.71589,HGTP,392.22843
715.29658,QFDT,271.12805
250.14297,WJJL,1879.89269
1027.49744,AYQA,611.32786
917.49704,LVKC,1192.62805
1065.49197,KDGA,532.30092
1129.58798,LQTE,128.05857
1276.69278,LKKQ,1143.51377
1476.73209,SHIF,99.06841
1829.08145,AALD,170.10552
1524.83000,QHCF,137.05891
242.12665,TFGS,1802.92179
1991.25867,ARGW,273.09608
128.09496,WSSV,1614.81158
297.16885,NHKT,650.35402
638.29114,EVII,113.08406
113.08406,FVQN,769.42215
441.22234,YYEV,269.17393
313.20015,NHLT,327.19065
492.28086,PRDK,711.41667
128.09496,LLFE,1205.56381
269.18517,QESG,469.25364
638.35401,IAFG,983.37351
1106.66340,KNMT,785.39192
1011.53624,FSSP,1028.47897
2034.87972,VIRT,101.04768
1551.70998,ELDF,997.56686
71.03711,FPCK,746.37113
542.27001,ALVI,1014.52467
1238.59046,KVME,700.44965
1379.69459,NINY,1033.45773
360.19098,VPSA,1390.63396
115.02694,TTND,284.15968
225.11134,AFTH,649.33362
341.16992,VHLI,1806.94755
513.30972,JMJW,186.07931
1299.67978,YQSP,1135.53382
610.31871,GWEY,760.42718
1173.63934,FNPN,313.17500
341.18115,MNWK,1283.59347
431.18386,TLNQ,1560.96883
1673.81614,NNCR,496.28701
386.18014,IKEI,128.09496
880.27314,MKSI,327.17941
433.20737,VLSQ,633.30098
1396.84018,EFDS,325.16376
426.25906,JTYS,1583.92999
294.10382,HLJW,1096.54091
1242.54265,JRCK,1139.60873
1116.46583,KIQQ,573.25471
1464.74688,HWNE,129.04259
1023.53240,TCEP,355.18557
483.24415,PQPT,351.12528
369.27398,KDMQ,229.14264
769.35812,EGWL,170.10552
1801.83049,NPKN,430.25799
374.20663,DLDP,855.39873
328.15691,WQAF,186.07931
228.11100,RKKI,1638.85517
389.12567,QSQT,771.33989
545.21217,YHTH,517.32641
703.26827,DQGA,485.24268
314.15902,YRYA,2064.10840
657.31558,TTAY,966.43345
451.21793,ESVS,1654.85009
255.16952,TNSF,184.12117
419.18049,HHTE,1098.49550
147.06841,NLNY,470.24889
791.42898,AIAS,298.12772
455.28561,HVVF,214.13174
241.10625,DKKL,1236.68664
455.22408,DLAR,739.47045
677.28092,FAPQ,481.33764
747.34391,GTLS,1270.64787
613.30714,SNIE,87.03203
976.47665,FSPE,227.12699
218.10552,QEIS,527.34312
726.29078,MKVK,1279.53907
241.17902,QLGH,1164.70910
1108.41804,FVQR,1519.72504
961.50936,QDIS,640.29690
896.50795,YAVS,260.11609
1430.69780,LFHF,1016.56546
87.03203,PPTA,404.24235
947.46134,JFWM,298.16410
1010.56614,NSHS,411.24816
297.20523,DDKQ,158.06914
379.15658,PHIL,231.10415
